OptionKey,Symbol,ExpirationDate,AskPrice,AskSize,BidPrice,BidSize,LastPrice,PutCall,StrikePrice,Volume,OpenInterest,UnderlyingPrice,DataDate
SPY2020-08-10P323.002020-08-04,SPY,2020-08-10,0.84,1790,0.82,2116,0.81,put,323.00,2900,1649,330.0600,2020-08-04
SPY2020-08-10P324.002020-08-04,SPY,2020-08-10,0.99,1334,0.97,1916,0.97,put,324.00,2891,1934,330.0600,2020-08-04
SPY2020-08-10P325.002020-08-04,SPY,2020-08-10,1.16,76,1.15,1583,1.15,put,325.00,2407,1202,330.0600,2020-08-04
SPY2020-08-10P326.002020-08-04,SPY,2020-08-10,1.38,341,1.36,997,1.34,put,326.00,2481,1121,330.0600,2020-08-04
SPY2020-08-10P327.002020-08-04,SPY,2020-08-10,1.63,401,1.61,250,1.60,put,327.00,6687,1040,330.0600,2020-08-04
SPY2020-08-10P328.002020-08-04,SPY,2020-08-10,1.92,125,1.91,143,1.91,put,328.00,4636,1435,330.0600,2020-08-04
SPY2020-08-10P329.002020-08-04,SPY,2020-08-10,2.27,221,2.26,29,2.25,put,329.00,7062,1321,330.0600,2020-08-04
SPY2020-08-10P330.002020-08-04,SPY,2020-08-10,2.68,389,2.66,138,2.60,put,330.00,2949,1085,330.0600,2020-08-04
SPY2020-08-10P331.002020-08-04,SPY,2020-08-10,3.15,56,3.12,112,3.15,put,331.00,462,256,330.0600,2020-08-04
SPY2020-08-10P332.002020-08-04,SPY,2020-08-10,3.70,218,3.66,111,3.69,put,332.00,565,173,330.0600,2020-08-04
SPY2020-08-10P333.002020-08-04,SPY,2020-08-10,4.31,10,4.28,25,4.31,put,333.00,335,187,330.0600,2020-08-04
SPY2020-08-10P334.002020-08-04,SPY,2020-08-10,5.01,100,4.95,50,4.98,put,334.00,253,116,330.0600,2020-08-04
SPY2020-08-10P335.002020-08-04,SPY,2020-08-10,5.77,124,5.71,25,5.70,put,335.00,65,57,330.0600,2020-08-04
SPY2020-08-10P336.002020-08-04,SPY,2020-08-10,6.59,25,6.53,25,6.50,put,336.00,31,15,330.0600,2020-08-04
SPY2020-08-10P337.002020-08-04,SPY,2020-08-10,7.46,100,7.39,50,8.55,put,337.00,7,75,330.0600,2020-08-04
SPY2020-08-10P338.002020-08-04,SPY,2020-08-10,8.37,25,8.29,50,10.07,put,338.00,4,3,330.0600,2020-08-04
SPY2020-08-10P339.002020-08-04,SPY,2020-08-10,9.31,25,9.23,25,9.13,put,339.00,3,6,330.0600,2020-08-04
SPY2020-08-10P340.002020-08-04,SPY,2020-08-10,10.27,25,10.18,69,10.07,put,340.00,2,33,330.0600,2020-08-04
SPY2020-08-10P341.002020-08-04,SPY,2020-08-10,11.24,25,11.15,50,0,put,341.00,0,0,330.0600,2020-08-04
SPY2020-08-10P342.002020-08-04,SPY,2020-08-10,12.23,25,12.14,25,12.66,put,342.00,4,11,330.0600,2020-08-04
SPY2020-08-10P343.002020-08-04,SPY,2020-08-10,13.22,20,13.09,50,0,put,343.00,0,0,330.0600,2020-08-04
SPY2020-08-10P344.002020-08-04,SPY,2020-08-10,14.21,20,14.09,50,0,put,344.00,0,0,330.0600,2020-08-04
SPY2020-08-10P345.002020-08-04,SPY,2020-08-10,15.21,15,15.09,200,25.07,put,345.00,0,1,330.0600,2020-08-04
SPY2020-08-10P346.002020-08-04,SPY,2020-08-10,16.20,15,16.11,15,20.52,put,346.00,0,0,330.0600,2020-08-04
SPY2020-08-10P347.002020-08-04,SPY,2020-08-10,17.20,10,17.11,10,21.46,put,347.00,0,1,330.0600,2020-08-04
SPY2020-08-10P348.002020-08-04,SPY,2020-08-10,18.20,10,18.11,10,18.95,put,348.00,1,0,330.0600,2020-08-04
SPY2020-08-10P349.002020-08-04,SPY,2020-08-10,19.20,10,19.11,10,0,put,349.00,0,0,330.0600,2020-08-04
SPY2020-08-10P350.002020-08-04,SPY,2020-08-10,20.20,10,20.08,200,29.30,put,350.00,0,33,330.0600,2020-08-04
SPY2020-08-10P351.002020-08-04,SPY,2020-08-10,21.20,10,21.10,50,0,put,351.00,0,0,330.0600,2020-08-04
SPY2020-08-10P352.002020-08-04,SPY,2020-08-10,22.20,10,22.10,10,22.41,put,352.00,5,0,330.0600,2020-08-04
SPY2020-08-10P353.002020-08-04,SPY,2020-08-10,23.20,10,23.10,50,0,put,353.00,0,0,330.0600,2020-08-04
SPY2020-08-10P354.002020-08-04,SPY,2020-08-10,24.24,50,24.10,10,33.01,put,354.00,0,1,330.0600,2020-08-04
SPY2020-08-10P355.002020-08-04,SPY,2020-08-10,25.26,200,25.10,10,30.65,put,355.00,0,10,330.0600,2020-08-04
SPY2020-08-10P356.002020-08-04,SPY,2020-08-10,26.26,50,26.10,10,31.65,put,356.00,0,10,330.0600,2020-08-04
SPY2020-08-10P357.002020-08-04,SPY,2020-08-10,27.20,10,27.10,50,0,put,357.00,0,0,330.0600,2020-08-04
SPY2020-08-10P358.002020-08-04,SPY,2020-08-10,28.20,10,28.07,50,0,put,358.00,0,0,330.0600,2020-08-04
SPY2020-08-10P360.002020-08-04,SPY,2020-08-10,30.19,10,30.09,200,0,put,360.00,0,0,330.0600,2020-08-04
SPY2020-08-10P365.002020-08-04,SPY,2020-08-10,35.20,10,35.10,56,43.44,put,365.00,0,1,330.0600,2020-08-04
SPY2020-08-10P370.002020-08-04,SPY,2020-08-10,40.20,10,40.09,113,0,put,370.00,0,0,330.0600,2020-08-04
SPY2020-08-10P375.002020-08-04,SPY,2020-08-10,45.20,10,45.09,200,0,put,375.00,0,0,330.0600,2020-08-04
SPY2020-08-10P380.002020-08-04,SPY,2020-08-10,50.20,10,50.09,183,0,put,380.00,0,0,330.0600,2020-08-04
SPY2020-08-10P385.002020-08-04,SPY,2020-08-10,55.21,10,55.09,117,0,put,385.00,0,0,330.0600,2020-08-04
SPY2020-08-10P390.002020-08-04,SPY,2020-08-10,60.21,10,60.09,95,0,put,390.00,0,0,330.0600,2020-08-04
SPY2020-09-11C200.002020-08-04,SPY,2020-09-11,130.12,10,129.84,50,0,call,200.00,0,0,330.0600,2020-08-04
SPY2020-09-11C205.002020-08-04,SPY,2020-09-11,125.13,10,124.85,50,0,call,205.00,0,0,330.0600,2020-08-04
SPY2020-09-11C210.002020-08-04,SPY,2020-09-11,120.15,10,119.87,50,0,call,210.00,0,0,330.0600,2020-08-04
SPY2020-09-11C215.002020-08-04,SPY,2020-09-11,115.17,10,114.89,50,0,call,215.00,0,0,330.0600,2020-08-04
SPY2020-09-11C220.002020-08-04,SPY,2020-09-11,110.19,10,109.91,50,0,call,220.00,0,0,330.0600,2020-08-04
SPY2020-09-11C225.002020-08-04,SPY,2020-09-11,105.20,14,104.93,50,104.49,call,225.00,2,10,330.0600,2020-08-04
SPY2020-09-11C230.002020-08-04,SPY,2020-09-11,100.23,14,99.96,50,0,call,230.00,0,0,330.0600,2020-08-04
SPY2020-09-11C235.002020-08-04,SPY,2020-09-11,95.26,14,94.98,50,0,call,235.00,0,0,330.0600,2020-08-04
SPY2020-09-11C240.002020-08-04,SPY,2020-09-11,90.29,14,90.02,50,82.85,call,240.00,0,1,330.0600,2020-08-04
SPY2020-09-11C245.002020-08-04,SPY,2020-09-11,85.33,18,85.06,50,83.42,call,245.00,0,20,330.0600,2020-08-04
SPY2020-09-11C250.002020-08-04,SPY,2020-09-11,80.37,14,80.10,50,78.74,call,250.00,0,10,330.0600,2020-08-04
SPY2020-09-11C255.002020-08-04,SPY,2020-09-11,75.42,14,75.16,50,66.87,call,255.00,0,6,330.0600,2020-08-04
SPY2020-09-11C260.002020-08-04,SPY,2020-09-11,70.49,14,70.22,50,0,call,260.00,0,0,330.0600,2020-08-04
SPY2020-09-11C265.002020-08-04,SPY,2020-09-11,65.57,14,65.31,50,0,call,265.00,0,0,330.0600,2020-08-04
SPY2020-09-11C270.002020-08-04,SPY,2020-09-11,60.68,14,60.42,50,0,call,270.00,0,0,330.0600,2020-08-04
SPY2020-09-11C275.002020-08-04,SPY,2020-09-11,55.81,14,55.56,50,0,call,275.00,0,0,330.0600,2020-08-04
SPY2020-09-11C280.002020-08-04,SPY,2020-09-11,50.99,14,50.74,50,0,call,280.00,0,0,330.0600,2020-08-04
SPY2020-09-11C285.002020-08-04,SPY,2020-09-11,46.22,14,45.97,50,0,call,285.00,0,0,330.0600,2020-08-04
SPY2020-09-11C290.002020-08-04,SPY,2020-09-11,41.50,14,41.27,50,41.03,call,290.00,0,15,330.0600,2020-08-04
SPY2020-09-11C295.002020-08-04,SPY,2020-09-11,36.86,14,36.63,50,0,call,295.00,0,0,330.0600,2020-08-04
SPY2020-09-11C297.002020-08-04,SPY,2020-09-11,35.02,15,34.80,50,0,call,297.00,0,0,330.0600,2020-08-04
SPY2020-09-11C298.002020-08-04,SPY,2020-09-11,34.11,14,33.89,50,0,call,298.00,0,0,330.0600,2020-08-04
SPY2020-09-11C299.002020-08-04,SPY,2020-09-11,33.21,14,33.04,1,0,call,299.00,0,0,330.0600,2020-08-04
SPY2020-09-11C300.002020-08-04,SPY,2020-09-11,32.23,7,32.14,8,31.60,call,300.00,0,1,330.0600,2020-08-04
SPY2020-09-11C301.002020-08-04,SPY,2020-09-11,31.33,7,31.24,8,30.13,call,301.00,1,0,330.0600,2020-08-04
SPY2020-09-11C302.002020-08-04,SPY,2020-09-11,30.44,7,30.34,8,29.49,call,302.00,0,4,330.0600,2020-08-04
SPY2020-09-11C303.002020-08-04,SPY,2020-09-11,29.55,7,29.45,8,0,call,303.00,0,0,330.0600,2020-08-04
SPY2020-09-11C304.002020-08-04,SPY,2020-09-11,28.66,7,28.56,8,0,call,304.00,0,0,330.0600,2020-08-04
SPY2020-09-11C305.002020-08-04,SPY,2020-09-11,27.78,7,27.68,8,27.66,call,305.00,5,10,330.0600,2020-08-04
SPY2020-09-11C306.002020-08-04,SPY,2020-09-11,26.90,7,26.80,9,0,call,306.00,0,0,330.0600,2020-08-04
SPY2020-09-11C307.002020-08-04,SPY,2020-09-11,26.03,9,25.93,9,0,call,307.00,0,0,330.0600,2020-08-04
SPY2020-09-11C308.002020-08-04,SPY,2020-09-11,25.16,7,25.06,9,24.10,call,308.00,7,31,330.0600,2020-08-04
SPY2020-09-11C309.002020-08-04,SPY,2020-09-11,24.30,9,24.20,9,0,call,309.00,0,0,330.0600,2020-08-04
SPY2020-09-11C310.002020-08-04,SPY,2020-09-11,23.44,7,23.35,9,19.44,call,310.00,0,1,330.0600,2020-08-04
SPY2020-09-11C311.002020-08-04,SPY,2020-09-11,22.59,7,22.50,9,21.83,call,311.00,0,29,330.0600,2020-08-04
SPY2020-09-11C312.002020-08-04,SPY,2020-09-11,21.75,9,21.65,9,21.00,call,312.00,0,28,330.0600,2020-08-04
SPY2020-09-11C313.002020-08-04,SPY,2020-09-11,20.90,7,20.82,9,0,call,313.00,0,0,330.0600,2020-08-04
SPY2020-09-11C314.002020-08-04,SPY,2020-09-11,20.07,7,19.99,9,18.87,call,314.00,0,265,330.0600,2020-08-04
SPY2020-09-11C315.002020-08-04,SPY,2020-09-11,19.25,7,19.17,9,18.82,call,315.00,0,36,330.0600,2020-08-04
SPY2020-09-11C316.002020-08-04,SPY,2020-09-11,18.44,9,18.36,9,18.12,call,316.00,61,58,330.0600,2020-08-04
SPY2020-09-11C317.002020-08-04,SPY,2020-09-11,17.62,1,17.57,2,17.34,call,317.00,81,108,330.0600,2020-08-04
SPY2020-09-11C318.002020-08-04,SPY,2020-09-11,16.83,17,16.78,21,16.35,call,318.00,131,457,330.0600,2020-08-04
SPY2020-09-11C319.002020-08-04,SPY,2020-09-11,16.04,10,15.99,14,15.75,call,319.00,74,355,330.0600,2020-08-04
SPY2020-09-11C320.002020-08-04,SPY,2020-09-11,15.26,20,15.21,35,14.65,call,320.00,142,756,330.0600,2020-08-04
SPY2020-09-11C321.002020-08-04,SPY,2020-09-11,14.50,20,14.45,28,14.20,call,321.00,88,726,330.0600,2020-08-04
SPY2020-09-11C322.002020-08-04,SPY,2020-09-11,13.74,30,13.69,42,13.68,call,322.00,76,671,330.0600,2020-08-04
SPY2020-09-11C323.002020-08-04,SPY,2020-09-11,13.00,30,12.95,42,12.81,call,323.00,2,641,330.0600,2020-08-04
SPY2020-09-11C324.002020-08-04,SPY,2020-09-11,12.27,30,12.22,33,12.10,call,324.00,1,827,330.0600,2020-08-04
SPY2020-09-11C325.002020-08-04,SPY,2020-09-11,11.55,40,11.51,56,11.14,call,325.00,1,1265,330.0600,2020-08-04
SPY2020-09-11C326.002020-08-04,SPY,2020-09-11,10.86,56,10.81,56,10.54,call,326.00,161,433,330.0600,2020-08-04
SPY2020-09-11C327.002020-08-04,SPY,2020-09-11,10.17,40,10.13,401,9.45,call,327.00,151,956,330.0600,2020-08-04
SPY2020-09-11C328.002020-08-04,SPY,2020-09-11,9.51,40,9.47,107,9.50,call,328.00,14,462,330.0600,2020-08-04
SPY2020-09-11C329.002020-08-04,SPY,2020-09-11,8.86,40,8.82,436,8.06,call,329.00,38,278,330.0600,2020-08-04
SPY2020-09-11C330.002020-08-04,SPY,2020-09-11,8.23,50,8.20,118,7.99,call,330.00,49,846,330.0600,2020-08-04
SPY2020-09-11C331.002020-08-04,SPY,2020-09-11,7.63,57,7.59,152,7.55,call,331.00,21,470,330.0600,2020-08-04
SPY2020-09-11C332.002020-08-04,SPY,2020-09-11,7.04,50,7.01,134,6.91,call,332.00,50,742,330.0600,2020-08-04
SPY2020-09-11C333.002020-08-04,SPY,2020-09-11,6.48,52,6.45,79,6.23,call,333.00,35,651,330.0600,2020-08-04
SPY2020-09-11C334.002020-08-04,SPY,2020-09-11,5.95,134,5.91,138,5.35,call,334.00,42,578,330.0600,2020-08-04
SPY2020-09-11C335.002020-08-04,SPY,2020-09-11,5.43,50,5.40,137,5.40,call,335.00,82,537,330.0600,2020-08-04
SPY2020-09-11C336.002020-08-04,SPY,2020-09-11,4.95,59,4.91,635,4.41,call,336.00,25,285,330.0600,2020-08-04
SPY2020-09-11C337.002020-08-04,SPY,2020-09-11,4.49,84,4.46,29,4.25,call,337.00,67,77,330.0600,2020-08-04
SPY2020-09-11C338.002020-08-04,SPY,2020-09-11,4.06,84,4.03,245,3.84,call,338.00,27,228,330.0600,2020-08-04
SPY2020-09-11C339.002020-08-04,SPY,2020-09-11,3.66,154,3.63,250,3.43,call,339.00,99,122,330.0600,2020-08-04
SPY2020-09-11C340.002020-08-04,SPY,2020-09-11,3.28,70,3.25,1561,3.12,call,340.00,85,45,330.0600,2020-08-04
SPY2020-09-11C341.002020-08-04,SPY,2020-09-11,2.94,895,2.91,1347,2.93,call,341.00,684,37,330.0600,2020-08-04
SPY2020-09-11C342.002020-08-04,SPY,2020-09-11,2.62,80,2.60,453,2.44,call,342.00,88,399,330.0600,2020-08-04
SPY2020-09-11C343.002020-08-04,SPY,2020-09-11,2.34,2512,2.31,1483,2.05,call,343.00,97,69,330.0600,2020-08-04
SPY2020-09-11C344.002020-08-04,SPY,2020-09-11,2.07,90,2.05,1590,1.89,call,344.00,26,13,330.0600,2020-08-04
SPY2020-09-11C345.002020-08-04,SPY,2020-09-11,1.84,3129,1.81,1920,1.84,call,345.00,623,67,330.0600,2020-08-04
SPY2020-09-11C346.002020-08-04,SPY,2020-09-11,1.62,110,1.60,2056,1.58,call,346.00,30,8,330.0600,2020-08-04
SPY2020-09-11C347.002020-08-04,SPY,2020-09-11,1.43,110,1.41,2601,1.32,call,347.00,10,379,330.0600,2020-08-04
SPY2020-09-11C348.002020-08-04,SPY,2020-09-11,1.27,2219,1.25,389,1.18,call,348.00,120,3,330.0600,2020-08-04
SPY2020-09-11C349.002020-08-04,SPY,2020-09-11,1.12,2131,1.10,2170,1.09,call,349.00,20,0,330.0600,2020-08-04
SPY2020-09-11C350.002020-08-04,SPY,2020-09-11,0.99,2913,0.97,2440,0.97,call,350.00,33,58,330.0600,2020-08-04
SPY2020-09-11C351.002020-08-04,SPY,2020-09-11,0.87,219,0.86,1310,0.91,call,351.00,0,21,330.0600,2020-08-04
SPY2020-09-11C352.002020-08-04,SPY,2020-09-11,0.77,545,0.76,168,0.78,call,352.00,0,26,330.0600,2020-08-04
SPY2020-09-11C353.002020-08-04,SPY,2020-09-11,0.69,3336,0.67,2369,0.62,call,353.00,1,0,330.0600,2020-08-04
SPY2020-09-11C354.002020-08-04,SPY,2020-09-11,0.61,2841,0.59,3368,0,call,354.00,0,0,330.0600,2020-08-04
SPY2020-09-11C355.002020-08-04,SPY,2020-09-11,0.54,3111,0.52,4962,0.52,call,355.00,84,57,330.0600,2020-08-04
SPY2020-09-11C356.002020-08-04,SPY,2020-09-11,0.48,3250,0.47,192,0.41,call,356.00,89,0,330.0600,2020-08-04
SPY2020-09-11C357.002020-08-04,SPY,2020-09-11,0.43,3998,0.41,4331,0,call,357.00,0,0,330.0600,2020-08-04
SPY2020-09-11C358.002020-08-04,SPY,2020-09-11,0.38,3080,0.37,2765,0,call,358.00,0,0,330.0600,2020-08-04
SPY2020-09-11C359.002020-08-04,SPY,2020-09-11,0.34,3656,0.33,2130,0,call,359.00,0,0,330.0600,2020-08-04
SPY2020-09-11C360.002020-08-04,SPY,2020-09-11,0.30,234,0.29,4961,0.28,call,360.00,51,43,330.0600,2020-08-04
SPY2020-09-11C361.002020-08-04,SPY,2020-09-11,0.27,1441,0.26,2963,0,call,361.00,0,0,330.0600,2020-08-04
SPY2020-09-11C362.002020-08-04,SPY,2020-09-11,0.24,234,0.23,5885,0.23,call,362.00,1,0,330.0600,2020-08-04
SPY2020-09-11C365.002020-08-04,SPY,2020-09-11,0.18,6961,0.17,1620,0.17,call,365.00,3,31,330.0600,2020-08-04
SPY2020-09-11C370.002020-08-04,SPY,2020-09-11,0.11,7167,0.10,4971,0.09,call,370.00,118,132,330.0600,2020-08-04
SPY2020-09-11C375.002020-08-04,SPY,2020-09-11,0.07,5488,0.06,4968,0.08,call,375.00,0,4,330.0600,2020-08-04
SPY2020-09-11C380.002020-08-04,SPY,2020-09-11,0.05,6025,0.04,6025,0,call,380.00,0,0,330.0600,2020-08-04
SPY2020-09-11C385.002020-08-04,SPY,2020-09-11,0.04,6411,0.03,5360,0.03,call,385.00,0,2,330.0600,2020-08-04
SPY2020-09-11C390.002020-08-04,SPY,2020-09-11,0.03,9408,0.02,6311,0,call,390.00,0,0,330.0600,2020-08-04
SPY2020-09-11C395.002020-08-04,SPY,2020-09-11,0.02,3849,0.01,6311,0.01,call,395.00,0,21,330.0600,2020-08-04
SPY2020-09-11P200.002020-08-04,SPY,2020-09-11,0.13,5388,0.12,2595,0,put,200.00,0,0,330.0600,2020-08-04
SPY2020-09-11P205.002020-08-04,SPY,2020-09-11,0.14,4789,0.13,4355,0,put,205.00,0,0,330.0600,2020-08-04
SPY2020-09-11P210.002020-08-04,SPY,2020-09-11,0.15,2722,0.14,10453,0,put,210.00,0,0,330.0600,2020-08-04
SPY2020-09-11P215.002020-08-04,SPY,2020-09-11,0.17,2824,0.16,4876,0,put,215.00,0,0,330.0600,2020-08-04
SPY2020-09-11P220.002020-08-04,SPY,2020-09-11,0.19,6395,0.18,3403,0,put,220.00,0,0,330.0600,2020-08-04
SPY2020-09-11P225.002020-08-04,SPY,2020-09-11,0.21,4223,0.20,5426,0.20,put,225.00,3,1,330.0600,2020-08-04
SPY2020-09-11P230.002020-08-04,SPY,2020-09-11,0.23,882,0.22,7708,0.22,put,230.00,3,2,330.0600,2020-08-04
SPY2020-09-11P235.002020-08-04,SPY,2020-09-11,0.26,4980,0.25,6312,0.29,put,235.00,0,1,330.0600,2020-08-04
SPY2020-09-11P240.002020-08-04,SPY,2020-09-11,0.29,2752,0.28,6392,0.32,put,240.00,1,2,330.0600,2020-08-04
SPY2020-09-11P245.002020-08-04,SPY,2020-09-11,0.33,4265,0.32,3085,0.34,put,245.00,3,5,330.0600,2020-08-04
SPY2020-09-11P250.002020-08-04,SPY,2020-09-11,0.37,1731,0.36,5708,0.37,put,250.00,61,28,330.0600,2020-08-04
SPY2020-09-11P255.002020-08-04,SPY,2020-09-11,0.42,1673,0.41,4249,0.48,put,255.00,1,72,330.0600,2020-08-04
SPY2020-09-11P260.002020-08-04,SPY,2020-09-11,0.49,4581,0.48,247,0.51,put,260.00,232,12,330.0600,2020-08-04
SPY2020-09-11P265.002020-08-04,SPY,2020-09-11,0.57,4601,0.56,234,0.58,put,265.00,17,10,330.0600,2020-08-04
SPY2020-09-11P270.002020-08-04,SPY,2020-09-11,0.67,3625,0.66,1463,0.67,put,270.00,11,71,330.0600,2020-08-04
SPY2020-09-11P275.002020-08-04,SPY,2020-09-11,0.80,1413,0.79,1866,0.79,put,275.00,41,836,330.0600,2020-08-04
SPY2020-09-11P280.002020-08-04,SPY,2020-09-11,0.97,204,0.96,1958,0.98,put,280.00,27,174,330.0600,2020-08-04
SPY2020-09-11P285.002020-08-04,SPY,2020-09-11,1.20,1598,1.18,2383,1.26,put,285.00,42,137,330.0600,2020-08-04
SPY2020-09-11P290.002020-08-04,SPY,2020-09-11,1.48,184,1.47,1345,1.47,put,290.00,91,165,330.0600,2020-08-04
SPY2020-09-11P295.002020-08-04,SPY,2020-09-11,1.84,1332,1.82,2485,1.82,put,295.00,38,200,330.0600,2020-08-04
SPY2020-09-11P297.002020-08-04,SPY,2020-09-11,2.01,2570,1.99,1385,2.01,put,297.00,23,0,330.0600,2020-08-04
SPY2020-09-11P298.002020-08-04,SPY,2020-09-11,2.10,3034,2.08,130,0,put,298.00,0,0,330.0600,2020-08-04
SPY2020-09-11P299.002020-08-04,SPY,2020-09-11,2.19,2161,2.17,1213,2.42,put,299.00,2,30,330.0600,2020-08-04
SPY2020-09-11P300.002020-08-04,SPY,2020-09-11,2.29,2985,2.26,1545,2.26,put,300.00,93,686,330.0600,2020-08-04
SPY2020-09-11P301.002020-08-04,SPY,2020-09-11,2.39,3235,2.36,1541,2.50,put,301.00,1,7,330.0600,2020-08-04
SPY2020-09-11P302.002020-08-04,SPY,2020-09-11,2.49,2148,2.47,120,2.75,put,302.00,0,13,330.0600,2020-08-04
SPY2020-09-11P303.002020-08-04,SPY,2020-09-11,2.60,2500,2.57,1885,2.89,put,303.00,0,63,330.0600,2020-08-04
SPY2020-09-11P304.002020-08-04,SPY,2020-09-11,2.71,1424,2.69,211,2.99,put,304.00,36,52,330.0600,2020-08-04
SPY2020-09-11P305.002020-08-04,SPY,2020-09-11,2.83,2243,2.80,1753,3.17,put,305.00,84,557,330.0600,2020-08-04
SPY2020-09-11P306.002020-08-04,SPY,2020-09-11,2.95,1350,2.93,210,3.32,put,306.00,50,195,330.0600,2020-08-04
SPY2020-09-11P307.002020-08-04,SPY,2020-09-11,3.08,2125,3.05,1531,3.20,put,307.00,191,140,330.0600,2020-08-04
SPY2020-09-11P308.002020-08-04,SPY,2020-09-11,3.21,1326,3.19,195,3.60,put,308.00,1,8,330.0600,2020-08-04
SPY2020-09-11P309.002020-08-04,SPY,2020-09-11,3.35,1566,3.32,1318,3.55,put,309.00,21,8,330.0600,2020-08-04
SPY2020-09-11P310.002020-08-04,SPY,2020-09-11,3.49,491,3.47,206,3.45,put,310.00,9263,857,330.0600,2020-08-04
SPY2020-09-11P311.002020-08-04,SPY,2020-09-11,3.64,491,3.62,177,3.77,put,311.00,12,368,330.0600,2020-08-04
SPY2020-09-11P312.002020-08-04,SPY,2020-09-11,3.80,1393,3.77,285,3.90,put,312.00,8,24,330.0600,2020-08-04
SPY2020-09-11P313.002020-08-04,SPY,2020-09-11,3.96,792,3.93,1386,4.08,put,313.00,5,30,330.0600,2020-08-04
SPY2020-09-11P314.002020-08-04,SPY,2020-09-11,4.13,558,4.10,1318,4.12,put,314.00,92,51,330.0600,2020-08-04
SPY2020-09-11P315.002020-08-04,SPY,2020-09-11,4.31,786,4.28,233,4.29,put,315.00,77,222,330.0600,2020-08-04
SPY2020-09-11P316.002020-08-04,SPY,2020-09-11,4.49,418,4.46,1518,4.43,put,316.00,10,420,330.0600,2020-08-04
SPY2020-09-11P317.002020-08-04,SPY,2020-09-11,4.69,617,4.66,158,4.89,put,317.00,30,12,330.0600,2020-08-04
SPY2020-09-11P318.002020-08-04,SPY,2020-09-11,4.89,467,4.86,1000,4.95,put,318.00,6,22,330.0600,2020-08-04
SPY2020-09-11P319.002020-08-04,SPY,2020-09-11,5.10,287,5.07,983,5.48,put,319.00,13,10,330.0600,2020-08-04
SPY2020-09-11P320.002020-08-04,SPY,2020-09-11,5.32,60,5.30,99,5.31,put,320.00,33,66,330.0600,2020-08-04
SPY2020-09-11P321.002020-08-04,SPY,2020-09-11,5.56,84,5.53,128,5.50,put,321.00,2,44,330.0600,2020-08-04
SPY2020-09-11P322.002020-08-04,SPY,2020-09-11,5.80,60,5.78,83,6.09,put,322.00,10,422,330.0600,2020-08-04
SPY2020-09-11P323.002020-08-04,SPY,2020-09-11,6.06,60,6.04,82,6.12,put,323.00,14,140,330.0600,2020-08-04
SPY2020-09-11P324.002020-08-04,SPY,2020-09-11,6.33,50,6.31,84,6.56,put,324.00,2,95,330.0600,2020-08-04
SPY2020-09-11P325.002020-08-04,SPY,2020-09-11,6.62,70,6.59,177,6.97,put,325.00,56,282,330.0600,2020-08-04
SPY2020-09-11P326.002020-08-04,SPY,2020-09-11,6.92,65,6.89,405,7.75,put,326.00,0,207,330.0600,2020-08-04
SPY2020-09-11P327.002020-08-04,SPY,2020-09-11,7.24,70,7.21,149,7.24,put,327.00,1,33,330.0600,2020-08-04
SPY2020-09-11P328.002020-08-04,SPY,2020-09-11,7.57,50,7.54,411,7.55,put,328.00,128,437,330.0600,2020-08-04
SPY2020-09-11P329.002020-08-04,SPY,2020-09-11,7.93,70,7.90,79,7.90,put,329.00,49,413,330.0600,2020-08-04
SPY2020-09-11P330.002020-08-04,SPY,2020-09-11,8.30,60,8.27,124,8.29,put,330.00,35,199,330.0600,2020-08-04
SPY2020-09-11P331.002020-08-04,SPY,2020-09-11,8.69,50,8.66,149,9.06,put,331.00,2,304,330.0600,2020-08-04
SPY2020-09-11P332.002020-08-04,SPY,2020-09-11,9.11,40,9.07,40,9.80,put,332.00,0,248,330.0600,2020-08-04
SPY2020-09-11P333.002020-08-04,SPY,2020-09-11,9.55,56,9.51,40,9.67,put,333.00,12,1,330.0600,2020-08-04
SPY2020-09-11P334.002020-08-04,SPY,2020-09-11,10.01,40,9.97,56,10.30,put,334.00,210,44,330.0600,2020-08-04
SPY2020-09-11P335.002020-08-04,SPY,2020-09-11,10.50,40,10.46,40,11.47,put,335.00,331,104,330.0600,2020-08-04
SPY2020-09-11P336.002020-08-04,SPY,2020-09-11,11.02,42,10.97,42,11.33,put,336.00,209,337,330.0600,2020-08-04
SPY2020-09-11P337.002020-08-04,SPY,2020-09-11,11.56,30,11.51,42,11.87,put,337.00,227,345,330.0600,2020-08-04
SPY2020-09-11P338.002020-08-04,SPY,2020-09-11,12.13,20,12.08,28,12.44,put,338.00,321,184,330.0600,2020-08-04
SPY2020-09-11P339.002020-08-04,SPY,2020-09-11,12.73,10,12.68,17,12.71,put,339.00,398,51,330.0600,2020-08-04
SPY2020-09-11P340.002020-08-04,SPY,2020-09-11,13.36,10,13.31,18,13.70,put,340.00,316,2,330.0600,2020-08-04
SPY2020-09-11P341.002020-08-04,SPY,2020-09-11,14.04,9,13.96,9,0,put,341.00,0,0,330.0600,2020-08-04
SPY2020-09-11P342.002020-08-04,SPY,2020-09-11,14.73,9,14.63,9,15.26,put,342.00,0,1,330.0600,2020-08-04
SPY2020-09-11P343.002020-08-04,SPY,2020-09-11,15.44,9,15.34,9,0,put,343.00,0,0,330.0600,2020-08-04
SPY2020-09-11P344.002020-08-04,SPY,2020-09-11,16.18,9,16.08,8,0,put,344.00,0,0,330.0600,2020-08-04
