Symbol,ExpirationDate,AskPrice,AskSize,BidPrice,BidSize,LastPrice,PutCall,StrikePrice,Volume,ImpliedVolatility,Exchange,Delta,Gamma,Vega,Rho,OpenInterest,UnderlyingPrice,DataDate
AA,20170707,0.55,60,0.40,139,0.51,call,36.00,0,0.37772,OPRA,0.23079,0.08148,0.03010,0.00647,3,32.86,06-04-2017
AA,20170707,0.45,55,0.35,84,0.42,call,36.50,0,0.38341,OPRA,0.19955,0.07377,0.02767,0.00560,14,32.86,06-04-2017
AA,20170707,0.35,3,0.25,650,0.00,call,37.00,0,0.37410,OPRA,0.16159,0.06621,0.02424,0.00456,0,32.86,06-04-2017
AA,20170707,0.35,307,0.20,792,0.00,call,37.50,0,0.39069,OPRA,0.14565,0.05918,0.02264,0.00411,0,32.86,06-04-2017
AA,20170707,0.30,690,0.15,746,0.00,call,38.00,0,0.39305,OPRA,0.12297,0.05237,0.02016,0.00348,0,32.86,06-04-2017
AA,20170707,0.25,762,0.10,421,0.00,call,38.50,0,0.39052,OPRA,0.10031,0.04555,0.01743,0.00284,0,32.86,06-04-2017
AA,20170707,0.2,602,0.1,82,0.0,call,39.00,0,0.39810,OPRA,0.08678,0.04014,0.01566,0.00246,0,32.86,06-04-2017
AA,20170707,0.20,320,0.05,561,0.00,call,39.50,0,0.40273,OPRA,0.07368,0.03506,0.01385,0.00209,0,32.86,06-04-2017
AA,20170707,0.15,709,0.05,538,0.00,call,40.00,0,0.40374,OPRA,0.06075,0.03012,0.01193,0.00173,0,32.86,06-04-2017
AA,20170707,0.10,52,0.05,47,0.00,call,40.50,0,0.40004,OPRA,0.04774,0.02512,0.00986,0.00136,0,32.86,06-04-2017
AA,20170707,0.10,238,0.00,0,0.00,call,41.00,0,0.38926,OPRA,0.03428,0.01973,0.00755,0.00098,0,32.86,06-04-2017
AA,20170707,0.1,540,0.0,0,0.0,call,41.50,0,0.40652,OPRA,0.03304,0.01832,0.00732,0.00094,0,32.86,06-04-2017
AA,20170707,0.15,209,0.00,0,0.00,put,25.50,0,0.49268,OPRA,-0.03656,0.01644,0.00794,-0.00107,0,32.86,06-04-2017
AA,20170707,0.20,190,0.05,710,0.00,put,26.50,0,0.47954,OPRA,-0.05813,0.02451,0.01152,-0.00169,0,32.86,06-04-2017
AA,20170707,0.20,296,0.10,721,0.00,put,27.00,0,0.46607,OPRA,-0.06962,0.02902,0.01325,-0.00202,0,32.86,06-04-2017
AA,20170707,0.25,153,0.10,572,0.00,put,27.50,0,0.44931,OPRA,-0.08183,0.03405,0.01498,-0.00237,0,32.86,06-04-2017
AA,20170707,0.25,47,0.15,607,0.00,put,28.00,0,0.42998,OPRA,-0.09506,0.03979,0.01675,-0.00275,0,32.86,06-04-2017
AA,20170707,0.3,38,0.2,721,0.0,put,28.50,0,0.42151,OPRA,-0.11617,0.04693,0.01936,-0.00335,0,32.86,06-04-2017
AA,20170707,0.40,736,0.25,553,0.00,put,29.00,0,0.41954,OPRA,-0.14422,0.05478,0.02248,-0.00416,0,32.86,06-04-2017
AA,20170707,0.45,60,0.35,21,0.00,put,29.50,0,0.41111,OPRA,-0.17298,0.06299,0.02532,-0.00498,0,32.86,06-04-2017
AA,20170707,0.55,76,0.40,768,0.50,put,30.00,0,0.39760,OPRA,-0.20333,0.07199,0.02797,-0.00583,1,32.86,06-04-2017
AA,20170707,0.65,101,0.50,1047,0.65,put,30.50,0,0.38779,OPRA,-0.24010,0.08118,0.03075,-0.00685,1,32.86,06-04-2017
AA,20170707,0.75,18,0.65,996,1.02,put,31.00,0,0.38008,OPRA,-0.28243,0.09006,0.03343,-0.00803,19,32.86,06-04-2017
AA,20170707,0.95,99,0.80,899,0.00,put,31.50,0,0.38042,OPRA,-0.33170,0.09661,0.03588,-0.00940,0,32.86,06-04-2017
AA,20170707,1.10,18,1.00,622,1.25,put,32.00,0,0.37374,OPRA,-0.38182,0.10335,0.03769,-0.01075,3,32.86,06-04-2017
AA,20170707,1.35,108,1.20,490,1.25,put,32.50,12,0.37345,OPRA,-0.43540,0.10682,0.03892,-0.01218,1,32.86,06-04-2017
AA,20170707,1.60,34,1.45,819,2.16,put,33.00,0,0.37260,OPRA,-0.48956,0.10849,0.03942,-0.01361,3,32.86,06-04-2017
AA,20170707,1.85,18,1.75,117,0.00,put,33.50,0,0.37128,OPRA,-0.54346,0.10831,0.03920,-0.01494,0,32.86,06-04-2017
AA,20170707,2.20,97,2.05,44,2.14,put,34.00,0,0.37618,OPRA,-0.59387,0.10458,0.03834,-0.01616,1,32.86,06-04-2017
AA,20170707,2.50,18,2.35,122,0.00,put,34.50,0,0.36797,OPRA,-0.64735,0.10248,0.03671,-0.01730,0,32.86,06-04-2017
AA,20170707,2.90,89,2.70,185,2.67,put,35.00,0,0.37380,OPRA,-0.69114,0.09573,0.03481,-0.01826,1,32.86,06-04-2017
AA,20170707,3.3,148,3.1,47,0.0,put,35.50,0,0.38160,OPRA,-0.72932,0.08819,0.03273,-0.01897,0,32.86,06-04-2017
AA,20170707,3.7,207,3.5,75,0.0,put,36.00,0,0.38431,OPRA,-0.76656,0.08106,0.03027,-0.01949,0,32.86,06-04-2017
AA,20170707,4.1,65,3.9,63,0.0,put,36.50,0,0.38138,OPRA,-0.80410,0.07389,0.02733,-0.01984,0,32.86,06-04-2017
AA,20170707,4.5,42,4.3,106,0.0,put,37.00,0,0.37145,OPRA,-0.84294,0.06610,0.02375,-0.01970,0,32.86,06-04-2017
AA,20170707,5.0,88,4.8,42,0.0,put,37.50,0,0.39886,OPRA,-0.85129,0.05936,0.02291,-0.01998,0,32.86,06-04-2017
AA,20170707,5.4,35,5.2,74,0.0,put,38.00,0,0.37612,OPRA,-0.89157,0.05078,0.01838,-0.01915,0,32.86,06-04-2017
AA,20170707,8.1,37,4.0,20,0.0,put,38.50,0,0.51517,OPRA,-0.82742,0.05051,0.02526,-0.02137,0,32.86,06-04-2017
AA,20170707,6.8,20,4.5,272,0.0,put,39.00,0,0.63530,OPRA,-0.78785,0.04636,0.02866,-0.02209,0,32.86,06-04-2017
AA,20170707,7.3,20,5.9,20,0.0,put,39.50,0,0.66313,OPRA,-0.79435,0.04362,0.02814,-0.02244,0,32.86,06-04-2017
AA,20170707,7.3,38,7.1,42,0.0,put,40.00,0,0.39364,OPRA,-0.94829,0.02794,0.01042,-0.01602,0,32.86,06-04-2017
AA,20170707,10.0,51,5.6,61,0.0,put,40.50,0,0.49032,OPRA,-0.91186,0.03346,0.01579,-0.02002,0,32.86,06-04-2017
AA,20170707,8.3,39,8.1,10,0.0,put,41.00,0,0.43221,OPRA,-0.95203,0.02396,0.00982,-0.01617,0,32.86,06-04-2017
AA,20170707,8.8,34,8.5,34,0.0,put,41.50,0,0.37663,OPRA,-0.98429,0.01096,0.00375,-0.00747,0,32.86,06-04-2017
AA,20170714,7.6,30,7.3,41,0.0,call,25.50,0,0.42194,OPRA,0.97092,0.01443,0.00725,0.02682,0,32.86,06-04-2017
AA,20170714,7.3,50,6.5,72,0.0,call,26.00,0,0.26993,OPRA,0.99630,0.00375,0.00122,0.02833,0,32.86,06-04-2017
AA,20170714,6.7,38,6.3,38,0.0,call,26.50,0,0.41764,OPRA,0.94893,0.02307,0.01145,0.02707,0,32.86,06-04-2017
AA,20170714,7.1,56,5.7,55,0.0,call,27.00,0,0.60274,OPRA,0.86236,0.03354,0.02396,0.02407,0,32.86,06-04-2017
AA,20170714,5.8,42,5.4,40,0.0,call,27.50,0,0.42425,OPRA,0.91113,0.03484,0.01754,0.02671,0,32.86,06-04-2017
AA,20170714,5.3,127,5.0,65,0.0,call,28.00,0,0.41743,OPRA,0.89199,0.04085,0.02023,0.02651,0,32.86,06-04-2017
AA,20170714,4.9,434,4.5,151,0.0,call,28.50,0,0.40623,OPRA,0.87202,0.04733,0.02281,0.02629,0,32.86,06-04-2017
AA,20170714,4.5,275,4.1,180,0.0,call,29.00,0,0.41082,OPRA,0.84061,0.05429,0.02644,0.02560,0,32.86,06-04-2017
AA,20170714,4.0,71,3.7,112,0.0,call,29.50,0,0.39139,OPRA,0.81806,0.06203,0.02878,0.02529,0,32.86,06-04-2017
AA,20170714,3.7,276,3.3,179,0.0,call,30.00,0,0.40084,OPRA,0.77728,0.06836,0.03247,0.02421,0,32.86,06-04-2017
AA,20170714,3.20,54,2.95,156,0.00,call,30.50,0,0.38145,OPRA,0.74678,0.07708,0.03483,0.02358,0,32.86,06-04-2017
AA,20170714,2.85,44,2.65,44,0.00,call,31.00,0,0.38555,OPRA,0.70240,0.08258,0.03771,0.02234,0,32.86,06-04-2017
AA,20170714,2.5,25,2.3,79,0.0,call,31.50,0,0.37709,OPRA,0.65992,0.08931,0.03988,0.02120,0,32.86,06-04-2017
AA,20170714,2.20,39,2.00,78,0.00,call,32.00,0,0.37564,OPRA,0.61284,0.09368,0.04167,0.01983,0,32.86,06-04-2017
AA,20170714,1.95,40,1.75,44,0.00,call,32.50,0,0.38018,OPRA,0.56421,0.09520,0.04285,0.01836,0,32.86,06-04-2017
AA,20170714,1.70,89,1.50,75,0.00,call,33.00,0,0.37894,OPRA,0.51598,0.09669,0.04338,0.01690,0,32.86,06-04-2017
AA,20170714,1.45,56,1.25,130,0.00,call,33.50,0,0.37220,OPRA,0.46674,0.09817,0.04326,0.01540,0,32.86,06-04-2017
AA,20170714,1.25,124,1.05,170,0.00,call,34.00,0,0.37151,OPRA,0.41906,0.09666,0.04252,0.01390,0,32.86,06-04-2017
AA,20170714,1.05,21,0.90,59,0.00,call,34.50,0,0.37140,OPRA,0.37331,0.09370,0.04121,0.01244,0,32.86,06-04-2017
AA,20170714,0.90,23,0.75,604,0.93,call,35.00,0,0.37223,OPRA,0.33038,0.08946,0.03944,0.01105,1,32.86,06-04-2017
AA,20170714,0.80,644,0.60,121,0.00,call,35.50,0,0.37456,OPRA,0.29125,0.08416,0.03734,0.00978,0,32.86,06-04-2017
AA,20170714,0.65,21,0.50,66,0.00,call,36.00,0,0.37204,OPRA,0.25212,0.07885,0.03476,0.00850,0,32.86,06-04-2017
AA,20170714,0.55,21,0.45,44,0.00,call,36.50,0,0.37953,OPRA,0.22305,0.07226,0.03251,0.00753,0,32.86,06-04-2017
AA,20170714,0.50,294,0.35,666,0.00,call,37.00,0,0.38336,OPRA,0.19484,0.06605,0.03002,0.00660,0,32.86,06-04-2017
AA,20170714,0.45,799,0.30,40,0.00,call,37.50,0,0.39229,OPRA,0.17334,0.06001,0.02792,0.00587,0,32.86,06-04-2017
AA,20170714,0.35,48,0.25,45,0.00,call,38.00,0,0.38846,OPRA,0.14582,0.05411,0.02494,0.00496,0,32.86,06-04-2017
AA,20170714,0.30,40,0.20,48,0.00,call,38.50,0,0.39035,OPRA,0.12509,0.04847,0.02246,0.00426,0,32.86,06-04-2017
AA,20170714,0.30,756,0.15,169,0.00,call,39.00,0,0.40067,OPRA,0.11235,0.04377,0.02082,0.00383,0,32.86,06-04-2017
AA,20170714,0.25,695,0.10,707,0.15,call,39.50,0,0.39558,OPRA,0.09198,0.03832,0.01801,0.00315,15,32.86,06-04-2017
AA,20170714,0.15,83,0.05,573,0.00,put,25.50,0,0.47432,OPRA,-0.04447,0.01818,0.01025,-0.00158,0,32.86,06-04-2017
AA,20170714,0.20,170,0.05,202,0.00,put,26.00,0,0.46649,OPRA,-0.05466,0.02180,0.01208,-0.00194,0,32.86,06-04-2017
AA,20170714,0.2,113,0.1,633,0.0,put,26.50,0,0.45487,OPRA,-0.06528,0.02570,0.01388,-0.00231,0,32.86,06-04-2017
AA,20170714,0.25,171,0.10,142,0.00,put,27.00,0,0.44030,OPRA,-0.07653,0.03000,0.01568,-0.00270,0,32.86,06-04-2017
AA,20170714,0.30,785,0.15,724,0.00,put,27.50,0,0.43726,OPRA,-0.09493,0.03551,0.01842,-0.00335,0,32.86,06-04-2017
AA,20170714,0.35,267,0.20,666,0.00,put,28.00,0,0.42905,OPRA,-0.11382,0.04128,0.02100,-0.00401,0,32.86,06-04-2017
AA,20170714,0.40,736,0.25,708,0.00,put,28.50,0,0.41684,OPRA,-0.13361,0.04755,0.02349,-0.00469,0,32.86,06-04-2017
AA,20170714,0.50,233,0.30,822,0.00,put,29.00,0,0.41086,OPRA,-0.15969,0.05438,0.02647,-0.00560,0,32.86,06-04-2017
AA,20170714,0.55,210,0.40,280,0.00,put,29.50,0,0.40021,OPRA,-0.18684,0.06171,0.02925,-0.00653,0,32.86,06-04-2017
AA,20170714,0.65,47,0.50,795,0.66,put,30.00,1,0.39343,OPRA,-0.21958,0.06914,0.03221,-0.00766,0,32.86,06-04-2017
AA,20170714,0.80,58,0.65,45,0.70,put,30.50,0,0.39617,OPRA,-0.26009,0.07532,0.03532,-0.00906,1,32.86,06-04-2017
AA,20170714,0.95,217,0.80,27,0.00,put,31.00,0,0.39271,OPRA,-0.30071,0.08154,0.03789,-0.01044,0,32.86,06-04-2017
AA,20170714,1.10,32,0.95,468,0.00,put,31.50,0,0.38395,OPRA,-0.34260,0.08880,0.03999,-0.01183,0,32.86,06-04-2017
AA,20170714,1.30,25,1.15,130,0.00,put,32.00,0,0.38227,OPRA,-0.38897,0.09230,0.04172,-0.01337,0,32.86,06-04-2017
AA,20170714,1.55,183,1.35,304,0.00,put,32.50,0,0.38086,OPRA,-0.43670,0.09522,0.04286,-0.01493,0,32.86,06-04-2017
AA,20170714,1.80,217,1.60,132,1.74,put,33.00,1,0.37966,OPRA,-0.48497,0.09671,0.04337,-0.01648,2,32.86,06-04-2017
AA,20170714,2.10,270,1.90,45,0.00,put,33.50,0,0.38450,OPRA,-0.53171,0.09528,0.04327,-0.01793,0,32.86,06-04-2017
AA,20170714,2.35,30,2.15,558,2.15,put,34.00,10,0.37229,OPRA,-0.58197,0.09668,0.04249,-0.01932,0,32.86,06-04-2017
AA,20170714,2.7,131,2.5,51,0.0,put,34.50,0,0.37825,OPRA,-0.62516,0.09245,0.04125,-0.02057,0,32.86,06-04-2017
AA,20170714,3.1,600,2.8,444,0.0,put,35.00,0,0.37936,OPRA,-0.66744,0.08837,0.03952,-0.02172,0,32.86,06-04-2017
AA,20170714,3.5,304,3.2,80,0.0,put,35.50,0,0.38869,OPRA,-0.70200,0.08234,0.03772,-0.02260,0,32.86,06-04-2017
AA,20170714,3.9,278,3.6,45,0.0,put,36.00,0,0.39414,OPRA,-0.73534,0.07674,0.03562,-0.02332,0,32.86,06-04-2017
AA,20170714,4.3,224,4.0,40,0.0,put,36.50,0,0.39551,OPRA,-0.76815,0.07133,0.03319,-0.02385,0,32.86,06-04-2017
AA,20170714,4.7,112,4.4,75,0.0,put,37.00,0,0.39233,OPRA,-0.80133,0.06584,0.03033,-0.02421,0,32.86,06-04-2017
AA,20170714,5.1,169,4.8,253,0.0,put,37.50,0,0.38366,OPRA,-0.83554,0.05993,0.02694,-0.02409,0,32.86,06-04-2017
AA,20170714,5.6,168,5.2,359,0.0,put,38.00,0,0.38875,OPRA,-0.85694,0.05400,0.02456,-0.02414,0,32.86,06-04-2017
AA,20170714,6.0,100,5.7,279,0.0,put,38.50,0,0.39031,OPRA,-0.87844,0.04820,0.02193,-0.02381,0,32.86,06-04-2017
AA,20170714,6.7,20,5.7,20,0.0,put,39.00,0,0.32468,OPRA,-0.94226,0.03371,0.01249,-0.01807,0,32.86,06-04-2017
AA,20170714,7.0,37,6.6,53,0.0,put,39.50,0,0.40855,OPRA,-0.90352,0.04154,0.01859,-0.02302,0,32.86,06-04-2017
AA,20170721,13.10,36,12.70,80,11.95,call,20.00,0,0.53199,OPRA,0.99657,0.00164,0.00123,0.02556,27,32.86,06-04-2017
AA,20170721,12.5,30,11.4,63,0.0,call,21.00,0,0.63621,OPRA,0.98132,0.00608,0.00541,0.02614,0,32.86,06-04-2017
AA,20170721,11.1,30,10.8,36,0.0,call,22.00,0,0.57545,OPRA,0.97998,0.00713,0.00574,0.02737,0,32.86,06-04-2017
AA,20170721,10.1,30,9.8,40,10.6,call,23.00,0,0.51727,OPRA,0.97846,0.00844,0.00611,0.02860,17,32.86,06-04-2017
AA,20170721,9.2,40,8.8,92,12.2,call,24.00,0,0.52300,OPRA,0.96216,0.01335,0.00975,0.02914,77,32.86,06-04-2017
AA,20170721,8.20,55,7.90,79,8.46,call,25.00,0,0.50712,OPRA,0.94541,0.01848,0.01308,0.02966,175,32.86,06-04-2017
AA,20170721,7.3,73,7.0,18,6.2,call,26.00,0,0.50893,OPRA,0.91655,0.02556,0.01813,0.02960,36,32.86,06-04-2017
AA,20170721,6.40,375,6.10,69,6.55,call,27.00,0,0.49226,OPRA,0.88675,0.03306,0.02268,0.02951,259,32.86,06-04-2017
AA,20170721,5.5,419,5.1,623,5.6,call,28.00,0,0.44518,OPRA,0.86257,0.04185,0.02596,0.02971,125,32.86,06-04-2017
AA,20170721,4.60,67,4.40,88,5.24,call,29.00,0,0.44289,OPRA,0.80950,0.05203,0.03208,0.02851,26,32.86,06-04-2017
AA,20170721,3.90,336,3.60,242,3.70,call,30.00,61,0.43688,OPRA,0.74848,0.06187,0.03762,0.02690,702,32.86,06-04-2017
AA,20170721,3.20,677,2.90,345,3.32,call,31.00,0,0.42669,OPRA,0.68007,0.07106,0.04218,0.02491,3118,32.86,06-04-2017
AA,20170721,2.55,247,2.35,62,2.33,call,32.00,12,0.42280,OPRA,0.60317,0.07732,0.04547,0.02244,1499,32.86,06-04-2017
AA,20170721,2.00,103,1.85,36,1.96,call,33.00,12,0.41796,OPRA,0.52300,0.08081,0.04698,0.01973,717,32.86,06-04-2017
AA,20170721,1.55,101,1.40,169,1.52,call,34.00,27,0.41221,OPRA,0.44220,0.08120,0.04656,0.01689,8634,32.86,06-04-2017
AA,20170721,1.20,162,1.05,139,1.12,call,35.00,16,0.41158,OPRA,0.36615,0.07752,0.04439,0.01412,1972,32.86,06-04-2017
AA,20170721,0.90,70,0.80,55,0.90,call,36.00,0,0.41255,OPRA,0.29764,0.07120,0.04088,0.01156,442,32.86,06-04-2017
AA,20170721,0.70,89,0.60,21,0.75,call,37.00,0,0.41800,OPRA,0.24043,0.06311,0.03673,0.00939,3472,32.86,06-04-2017
AA,20170721,0.55,198,0.45,18,0.45,call,38.00,21,0.42501,OPRA,0.19335,0.05471,0.03239,0.00759,1090,32.86,06-04-2017
AA,20170721,0.40,47,0.35,2,0.40,call,39.00,0,0.42861,OPRA,0.15248,0.04662,0.02784,0.00601,676,32.86,06-04-2017
AA,20170721,0.35,422,0.25,18,0.25,call,40.00,3,0.44063,OPRA,0.12432,0.03945,0.02423,0.00491,1038,32.86,06-04-2017
AA,20170721,0.25,74,0.15,548,0.20,call,41.00,0,0.43162,OPRA,0.09007,0.03190,0.01921,0.00358,706,32.86,06-04-2017
AA,20170721,0.20,101,0.10,812,0.19,call,42.00,0,0.43667,OPRA,0.06988,0.02602,0.01586,0.00279,1045,32.86,06-04-2017
AA,20170721,0.2,180,0.1,34,0.1,call,43.00,0,0.46834,OPRA,0.06606,0.02323,0.01519,0.00262,111,32.86,06-04-2017
AA,20170721,0.15,276,0.05,710,0.10,call,44.00,0,0.46059,OPRA,0.04717,0.01811,0.01165,0.00188,211,32.86,06-04-2017
AA,20170721,0.15,337,0.05,80,0.08,call,45.00,0,0.48847,OPRA,0.04496,0.01643,0.01121,0.00179,7000,32.86,06-04-2017
AA,20170721,0.1,140,0.0,0,0.1,call,46.00,0,0.45916,OPRA,0.02570,0.01103,0.00709,0.00103,74,32.86,06-04-2017
AA,20170721,0.10,96,0.00,0,0.05,call,47.00,0,0.48325,OPRA,0.02462,0.01011,0.00684,0.00099,97,32.86,06-04-2017
AA,20170721,0.10,119,0.00,0,0.52,call,48.00,0,0.50666,OPRA,0.02368,0.00933,0.00662,0.00095,52,32.86,06-04-2017
AA,20170721,0.10,86,0.00,0,0.25,call,49.00,0,0.52937,OPRA,0.02283,0.00866,0.00642,0.00091,18,32.86,06-04-2017
AA,20170721,0.05,38,0.00,0,0.10,call,50.00,0,0.50161,OPRA,0.01283,0.00559,0.00393,0.00052,63,32.86,06-04-2017
AA,20170721,0.05,40,0.00,0,0.05,call,55.00,0,0.59667,OPRA,0.01103,0.00412,0.00344,0.00044,55,32.86,06-04-2017
AA,20170721,0.10,78,0.00,0,0.05,put,20.00,0,0.68545,OPRA,-0.01590,0.00492,0.00471,-0.00068,741,32.86,06-04-2017
AA,20170721,0.10,110,0.00,0,0.05,put,21.00,0,0.62602,OPRA,-0.01737,0.00581,0.00508,-0.00074,99,32.86,06-04-2017
AA,20170721,0.10,176,0.00,0,0.12,put,22.00,0,0.56878,OPRA,-0.01902,0.00691,0.00549,-0.00081,348,32.86,06-04-2017
AA,20170721,0.15,327,0.05,24,0.10,put,23.00,0,0.58101,OPRA,-0.03422,0.01106,0.00897,-0.00146,295,32.86,06-04-2017
AA,20170721,0.15,32,0.05,511,0.10,put,24.00,0,0.52249,OPRA,-0.03778,0.01334,0.00973,-0.00159,249,32.86,06-04-2017
AA,20170721,0.20,253,0.15,46,0.17,put,25.00,2,0.52623,OPRA,-0.06060,0.01934,0.01419,-0.00256,756,32.86,06-04-2017
AA,20170721,0.30,470,0.20,36,0.18,put,26.00,0,0.51028,OPRA,-0.08407,0.02564,0.01824,-0.00355,274,32.86,06-04-2017
AA,20170721,0.40,268,0.25,114,0.32,put,27.00,0,0.48291,OPRA,-0.10963,0.03294,0.02216,-0.00460,1574,32.86,06-04-2017
AA,20170721,0.50,116,0.45,10,0.45,put,28.00,15,0.47525,OPRA,-0.15098,0.04179,0.02765,-0.00634,2466,32.86,06-04-2017
AA,20170721,0.70,91,0.60,18,0.61,put,29.00,20,0.46038,OPRA,-0.19830,0.05133,0.03288,-0.00829,391,32.86,06-04-2017
AA,20170721,0.95,220,0.80,43,0.95,put,30.00,2,0.44564,OPRA,-0.25519,0.06117,0.03790,-0.01063,1290,32.86,06-04-2017
AA,20170721,1.25,110,1.10,40,1.27,put,31.00,6,0.43476,OPRA,-0.32261,0.07006,0.04233,-0.01336,1105,32.86,06-04-2017
AA,20170721,1.60,50,1.50,12,1.64,put,32.00,59,0.42499,OPRA,-0.39781,0.07708,0.04550,-0.01634,957,32.86,06-04-2017
AA,20170721,2.10,117,1.95,104,2.15,put,33.00,7,0.42023,OPRA,-0.47780,0.08054,0.04697,-0.01945,5748,32.86,06-04-2017
AA,20170721,2.70,485,2.50,36,2.40,put,34.00,0,0.41994,OPRA,-0.55683,0.07994,0.04657,-0.02235,3205,32.86,06-04-2017
AA,20170721,3.30,127,3.10,586,2.95,put,35.00,0,0.40846,OPRA,-0.63686,0.07819,0.04425,-0.02501,288,32.86,06-04-2017
AA,20170721,4.10,325,3.80,607,3.62,put,36.00,0,0.41526,OPRA,-0.70261,0.07106,0.04084,-0.02700,90,32.86,06-04-2017
AA,20170721,4.90,480,4.60,574,4.45,put,37.00,0,0.42095,OPRA,-0.75985,0.06305,0.03668,-0.02835,191,32.86,06-04-2017
AA,20170721,5.70,75,5.50,48,5.51,put,38.00,1,0.42819,OPRA,-0.80707,0.05470,0.03230,-0.02912,41,32.86,06-04-2017
AA,20170721,6.6,79,6.3,364,5.8,put,39.00,0,0.42282,OPRA,-0.85433,0.04638,0.02694,-0.02907,122,32.86,06-04-2017
AA,20170721,7.50,87,7.30,49,7.44,put,40.00,0,0.44413,OPRA,-0.87706,0.03939,0.02396,-0.02911,55,32.86,06-04-2017
AA,20170721,8.4,36,8.2,34,7.7,put,41.00,0,0.43491,OPRA,-0.91156,0.03813,0.01889,-0.02702,19,32.86,06-04-2017
AA,20170721,9.4,56,9.1,106,11.2,put,42.00,0,0.43929,OPRA,-0.93363,0.02546,0.01511,-0.02531,70,32.86,06-04-2017
AA,20170721,10.4,56,10.1,51,10.2,put,43.00,0,0.47137,OPRA,-0.93714,0.02275,0.01449,-0.02565,6,32.86,06-04-2017
AA,20170721,11.4,41,11.0,43,0.0,put,44.00,0,0.46135,OPRA,-0.95768,0.01713,0.01054,-0.02134,0,32.86,06-04-2017
AA,20170721,12.40,48,12.00,52,13.65,put,45.00,0,0.48973,OPRA,-0.95952,0.01556,0.01017,-0.02157,2,32.86,06-04-2017
AA,20170721,13.40,42,13.00,71,11.37,put,46.00,0,0.51710,OPRA,-0.96157,0.01411,0.00979,-0.02180,20,32.86,06-04-2017
AA,20170721,14.3,34,14.0,142,0.0,put,47.00,0,0.46859,OPRA,-0.98616,0.00668,0.00400,-0.00932,0,32.86,06-04-2017
AA,20170721,15.3,34,15.0,43,0.0,put,48.00,0,0.49217,OPRA,-0.98660,0.00618,0.00389,-0.00941,0,32.86,06-04-2017
AA,20170721,16.7,34,15.9,36,0.0,put,49.00,0,0.68023,OPRA,-0.93772,0.01559,0.01440,-0.03013,0,32.86,06-04-2017
AA,20170721,17.5,34,16.9,41,0.0,put,50.00,0,0.61891,OPRA,-0.96629,0.01060,0.00874,-0.02273,0,32.86,06-04-2017
AA,20170721,22.7,54,21.8,182,0.0,put,55.00,0,0.78586,OPRA,-0.95734,0.01003,0.01062,-0.02929,0,32.86,06-04-2017
AA,20170818,8.3,51,8.0,42,0.0,call,25.00,0,0.44392,OPRA,0.92951,0.02041,0.02016,0.04603,0,32.86,06-04-2017
AA,20170818,6.5,115,6.3,125,0.0,call,27.00,0,0.43192,OPRA,0.86748,0.03331,0.03198,0.04547,0,32.86,06-04-2017
AA,20170818,5.7,482,5.5,115,5.8,call,28.00,0,0.43011,OPRA,0.82431,0.04033,0.03853,0.04422,6,32.86,06-04-2017
AA,20170818,4.9,435,4.7,332,5.4,call,29.00,0,0.41634,OPRA,0.77949,0.04781,0.04420,0.04285,9,32.86,06-04-2017
AA,20170818,4.2,653,4.0,186,0.0,call,30.00,0,0.41360,OPRA,0.72358,0.05430,0.04985,0.04053,0,32.86,06-04-2017
AA,20170818,3.50,307,3.30,698,3.32,call,31.00,0,0.39943,OPRA,0.66529,0.06121,0.05426,0.03805,2,32.86,06-04-2017
AA,20170818,2.90,414,2.70,769,2.50,call,32.00,1,0.39267,OPRA,0.59980,0.06606,0.05757,0.03488,58,32.86,06-04-2017
AA,20170818,2.35,67,2.20,873,2.31,call,33.00,0,0.38743,OPRA,0.53133,0.06892,0.05925,0.03134,11,32.86,06-04-2017
AA,20170818,1.95,791,1.80,297,1.93,call,34.00,2,0.39191,OPRA,0.46482,0.06807,0.05920,0.02767,33,32.86,06-04-2017
AA,20170818,1.55,318,1.40,854,1.55,call,35.00,0,0.38550,OPRA,0.39798,0.06719,0.05749,0.02398,86,32.86,06-04-2017
AA,20170818,1.25,445,1.10,807,1.17,call,36.00,1,0.38604,OPRA,0.33762,0.06355,0.05446,0.02052,20,32.86,06-04-2017
AA,20170818,0.95,3,0.85,823,0.87,call,37.00,1,0.38109,OPRA,0.27919,0.05921,0.05011,0.01713,0,32.86,06-04-2017
AA,20170818,0.75,40,0.65,972,0.75,call,38.00,0,0.38138,OPRA,0.22998,0.05344,0.04528,0.01420,6,32.86,06-04-2017
AA,20170818,0.60,80,0.50,778,0.00,call,39.00,0,0.38427,OPRA,0.18912,0.04726,0.04036,0.01174,0,32.86,06-04-2017
AA,20170818,0.50,292,0.40,591,0.45,call,40.00,8,0.39254,OPRA,0.15839,0.04132,0.03607,0.00986,32,32.86,06-04-2017
AA,20170818,0.15,20,0.10,715,0.00,call,45.00,0,0.40231,OPRA,0.05284,0.01797,0.01612,0.00335,0,32.86,06-04-2017
AA,20170818,0.30,296,0.20,771,0.35,put,25.00,0,0.45613,OPRA,-0.07536,0.02091,0.02121,-0.00511,32,32.86,06-04-2017
AA,20170818,0.55,891,0.45,154,0.64,put,27.00,0,0.44118,OPRA,-0.13701,0.03339,0.03271,-0.00928,10,32.86,06-04-2017
