Symbol,ExpirationDate,AskPrice,AskSize,BidPrice,BidSize,LastPrice,PutCall,StrikePrice,Volume,ImpliedVolatility,Exchange,Delta,Gamma,Vega,Rho,OpenInterest,UnderlyingPrice,DataDate
A,20170818,1.94,45,1.77,28,1.76,put,60.00,2,0.20556,OPRA,-0.42485,0.06964,0.10778,-0.04780,26,60.81,06-04-2017
A,20170818,3.25,39,3.05,47,3.71,put,62.50,0,0.19836,OPRA,-0.60482,0.07125,0.10584,-0.06388,10,60.81,06-04-2017
A,20170818,5.00,36,4.80,40,0.00,put,65.00,0,0.19363,OPRA,-0.76786,0.05836,0.08383,-0.07202,0,60.81,06-04-2017
A,20170818,9.60,9,9.10,48,12.60,put,70.00,0,0.19453,OPRA,-0.94945,0.02034,0.02820,-0.06424,4,60.81,06-04-2017
A,20171117,28.15,44,23.90,9,18.70,call,35.00,0,0.46804,OPRA,0.97406,0.00320,0.02450,0.11616,12,60.81,06-04-2017
A,20171117,24.90,9,21.30,36,19.21,call,37.50,0,0.68238,OPRA,0.90146,0.00626,0.07087,0.11961,2,60.81,06-04-2017
A,20171117,22.50,9,19.15,9,0.00,call,40.00,0,0.62439,OPRA,0.88774,0.00752,0.07788,0.12841,0,60.81,06-04-2017
A,20171117,20.60,1,16.05,47,13.81,call,42.50,0,0.62441,OPRA,0.85707,0.00888,0.09223,0.13374,3,60.81,06-04-2017
A,20171117,18.15,9,14.05,9,9.35,call,45.00,0,0.28849,OPRA,0.95236,0.00856,0.04066,0.16275,11,60.81,06-04-2017
A,20171117,13.85,18,13.50,9,0.00,call,47.50,0,0.25915,OPRA,0.93610,0.01197,0.05126,0.17409,0,60.81,06-04-2017
A,20171117,11.65,81,11.20,36,10.00,call,50.00,0,0.25233,OPRA,0.89504,0.01778,0.07436,0.17994,7,60.81,06-04-2017
A,20171117,9.80,67,9.10,30,9.28,call,52.50,4,0.25980,OPRA,0.82676,0.02426,0.10461,0.17756,212,60.81,06-04-2017
A,20171117,7.30,22,7.10,36,4.02,call,55.00,0,0.22651,OPRA,0.77243,0.03274,0.12342,0.17630,54,60.81,06-04-2017
A,20171117,5.50,34,5.30,36,5.50,call,57.50,1,0.21768,OPRA,0.67983,0.04032,0.14616,0.16133,43,60.81,06-04-2017
A,20171117,4.00,35,3.65,78,2.97,call,60.00,0,0.20765,OPRA,0.57072,0.04638,0.16040,0.14008,35,60.81,06-04-2017
A,20171117,2.80,45,2.62,18,2.00,call,62.50,0,0.20892,OPRA,0.45530,0.04652,0.16194,0.11426,13,60.81,06-04-2017
A,20171117,1.84,22,1.69,18,1.81,call,65.00,2,0.20350,OPRA,0.34265,0.04426,0.15021,0.08774,11,60.81,06-04-2017
A,20171117,0.73,9,0.62,30,0.62,call,70.00,0,0.19903,OPRA,0.16605,0.03069,0.10210,0.04373,23,60.81,06-04-2017
A,20171117,0.07,22,0.00,0,0.09,put,35.00,0,0.35057,OPRA,-0.00695,0.00135,0.00798,-0.00191,8,60.81,06-04-2017
A,20171117,0.11,48,0.01,102,0.00,put,37.50,0,0.33423,OPRA,-0.01183,0.00226,0.01269,-0.00324,0,60.81,06-04-2017
A,20171117,0.13,35,0.06,46,0.11,put,40.00,0,0.31571,OPRA,-0.01878,0.00356,0.01888,-0.00513,19,60.81,06-04-2017
A,20171117,0.23,47,0.10,51,0.00,put,42.50,0,0.30372,OPRA,-0.03163,0.00573,0.02919,-0.00863,0,60.81,06-04-2017
A,20171117,0.29,35,0.18,36,0.65,put,45.00,0,0.28198,OPRA,-0.04601,0.00839,0.03961,-0.01249,4,60.81,06-04-2017
A,20171117,0.44,41,0.31,33,0.33,put,47.50,1,0.26807,OPRA,-0.07168,0.01250,0.05607,-0.01943,24,60.81,06-04-2017
A,20171117,0.59,9,0.50,46,0.52,put,50.00,1,0.24897,OPRA,-0.10446,0.01784,0.07423,-0.02820,7,60.81,06-04-2017
A,20171117,0.90,9,0.81,9,0.87,put,52.50,0,0.23675,OPRA,-0.15698,0.02491,0.09836,-0.04210,7,60.81,06-04-2017
A,20171117,1.41,42,1.26,47,1.33,put,55.00,0,0.22687,OPRA,-0.22998,0.03288,0.12414,-0.06131,26,60.81,06-04-2017
A,20171117,2.10,13,1.94,31,0.00,put,57.50,0,0.21750,OPRA,-0.32267,0.04057,0.14664,-0.08527,0,60.81,06-04-2017
A,20171117,3.10,36,2.93,36,4.00,put,60.00,0,0.21224,OPRA,-0.43297,0.04564,0.16059,-0.11359,10,60.81,06-04-2017
A,20171117,4.50,44,4.15,49,0.00,put,62.50,0,0.20909,OPRA,-0.54860,0.04671,0.16171,-0.14138,0,60.81,06-04-2017
A,20171117,6.05,38,5.70,61,0.00,put,65.00,0,0.20354,OPRA,-0.66220,0.04441,0.14921,-0.16329,0,60.81,06-04-2017
A,20171117,10.0,9,9.6,30,0.0,put,70.00,0,0.20025,OPRA,-0.84076,0.03030,0.09862,-0.16281,0,60.81,06-04-2017
A,20180119,43.20,36,38.55,36,0.00,call,20.00,0,0.69074,OPRA,0.99271,0.00064,0.00940,0.05908,0,60.81,06-04-2017
A,20180119,39.55,9,37.05,9,0.00,call,22.50,0,1.00090,OPRA,0.95204,0.00210,0.04774,0.09676,0,60.81,06-04-2017
A,20180119,37.15,9,34.65,9,0.00,call,25.00,0,0.56719,OPRA,0.99019,0.00099,0.01219,0.10172,0,60.81,06-04-2017
A,20180119,34.65,9,32.20,9,0.00,call,27.50,0,0.52077,OPRA,0.98552,0.00151,0.01748,0.12468,0,60.81,06-04-2017
A,20180119,32.9,9,28.5,55,15.9,call,30.00,0,0.86444,OPRA,0.91676,0.00372,0.07335,0.12831,1,60.81,06-04-2017
A,20180119,29.60,9,27.15,9,0.00,call,32.50,0,0.37625,OPRA,0.99141,0.00132,0.01089,0.15993,0,60.81,06-04-2017
A,20180119,27.30,9,24.90,9,16.55,call,35.00,0,0.42347,OPRA,0.96768,0.00361,0.03455,0.17842,24,60.81,06-04-2017
A,20180119,24.90,9,22.10,9,19.50,call,37.50,0,0.34305,OPRA,0.97451,0.00366,0.02840,0.19518,27,60.81,06-04-2017
A,20180119,22.35,9,19.90,9,17.30,call,40.00,0,0.33332,OPRA,0.95998,0.00545,0.04120,0.20764,14,60.81,06-04-2017
A,20180119,20.90,9,16.45,43,10.00,call,42.50,0,0.29966,OPRA,0.95095,0.00717,0.04882,0.21901,17,60.81,06-04-2017
A,20180119,16.55,49,15.95,9,14.93,call,45.00,0,0.27054,OPRA,0.93803,0.00955,0.05871,0.22889,104,60.81,06-04-2017
A,20180119,15.85,62,12.90,18,9.90,call,47.50,0,0.30534,OPRA,0.87717,0.01401,0.09752,0.22133,38,60.81,06-04-2017
A,20180119,11.95,46,11.50,52,10.60,call,50.00,0,0.24402,OPRA,0.87115,0.01815,0.10089,0.23439,234,60.81,06-04-2017
A,20180119,9.80,9,9.50,36,8.45,call,52.50,0,0.23513,OPRA,0.81671,0.02374,0.12724,0.22915,32,60.81,06-04-2017
A,20180119,7.90,41,7.65,42,7.38,call,55.00,0,0.22963,OPRA,0.74607,0.02931,0.15351,0.21711,263,60.81,06-04-2017
A,20180119,6.15,52,5.90,36,4.67,call,57.50,0,0.22017,OPRA,0.66506,0.03473,0.17447,0.20046,102,60.81,06-04-2017
A,20180119,4.65,41,4.40,31,4.57,call,60.00,8,0.21306,OPRA,0.57186,0.03864,0.18792,0.17776,111,60.81,06-04-2017
A,20180119,3.40,31,3.25,18,3.35,call,62.50,7,0.20947,OPRA,0.47370,0.03984,0.19062,0.15106,17,60.81,06-04-2017
A,20180119,2.42,22,2.22,31,2.15,call,65.00,0,0.20371,OPRA,0.37576,0.03904,0.18176,0.12280,34,60.81,06-04-2017
A,20180119,1.15,52,0.99,21,1.00,call,70.00,0,0.19958,OPRA,0.21273,0.03047,0.13932,0.07215,115,60.81,06-04-2017
A,20180119,0.03,21,0.00,0,0.18,put,20.00,0,0.52087,OPRA,-0.00184,0.00024,0.00283,-0.00074,11,60.81,06-04-2017
A,20180119,0.04,21,0.00,0,1.84,put,22.50,0,0.48265,OPRA,-0.00259,0.00035,0.00387,-0.00104,15,60.81,06-04-2017
A,20180119,0.06,21,0.00,0,0.33,put,25.00,0,0.45454,OPRA,-0.00399,0.00054,0.00570,-0.00159,10,60.81,06-04-2017
A,20180119,0.06,21,0.00,0,0.00,put,27.50,0,0.40884,OPRA,-0.00443,0.00066,0.00627,-0.00175,0,60.81,06-04-2017
A,20180119,0.08,21,0.00,0,0.70,put,30.00,0,0.38034,OPRA,-0.00619,0.00096,0.00843,-0.00243,23,60.81,06-04-2017
A,20180119,0.11,21,0.02,62,0.00,put,32.50,0,0.36348,OPRA,-0.01002,0.00153,0.01287,-0.00392,0,60.81,06-04-2017
A,20180119,0.13,1,0.04,36,0.08,put,35.00,0,0.33752,OPRA,-0.01369,0.00217,0.01688,-0.00533,14,60.81,06-04-2017
A,20180119,0.53,52,0.08,45,0.24,put,37.50,0,0.37618,OPRA,-0.03779,0.00457,0.03954,-0.01516,16,60.81,06-04-2017
A,20180119,0.24,30,0.14,31,0.75,put,40.00,0,0.30358,OPRA,-0.03080,0.00479,0.03348,-0.01196,83,60.81,06-04-2017
A,20180119,0.32,22,0.22,54,0.27,put,42.50,0,0.28563,OPRA,-0.04418,0.00683,0.04494,-0.01711,63,60.81,06-04-2017
A,20180119,0.51,35,0.38,11,0.46,put,45.00,0,0.27860,OPRA,-0.06913,0.00998,0.06391,-0.02685,237,60.81,06-04-2017
A,20180119,0.63,9,0.54,31,0.58,put,47.50,7,0.25754,OPRA,-0.09323,0.01353,0.08008,-0.03600,186,60.81,06-04-2017
A,20180119,0.92,30,0.81,31,0.82,put,50.00,6,0.24606,OPRA,-0.13349,0.01831,0.10342,-0.05141,178,60.81,06-04-2017
A,20180119,1.39,9,1.20,32,1.24,put,52.50,11,0.23803,OPRA,-0.18891,0.02377,0.12969,-0.07265,75,60.81,06-04-2017
A,20180119,1.91,32,1.76,21,1.78,put,55.00,9,0.22724,OPRA,-0.25587,0.02963,0.15417,-0.09776,20,60.81,06-04-2017
A,20180119,2.66,41,2.56,5,2.59,put,57.50,3,0.22009,OPRA,-0.33865,0.03481,0.17527,-0.12781,41,60.81,06-04-2017
A,20180119,3.70,35,3.55,4,3.60,put,60.00,27,0.21431,OPRA,-0.43235,0.03849,0.18822,-0.16031,4,60.81,06-04-2017
A,20180119,5.05,9,4.75,54,0.00,put,62.50,0,0.20985,OPRA,-0.53045,0.03982,0.19044,-0.19301,0,60.81,06-04-2017
A,20180119,6.45,20,6.25,53,0.00,put,65.00,0,0.20202,OPRA,-0.63090,0.03935,0.18054,-0.21813,0,60.81,06-04-2017
A,20180119,10.20,20,9.95,46,11.25,put,70.00,0,0.19601,OPRA,-0.79973,0.03042,0.13387,-0.23022,14,60.81,06-04-2017
AA,20170609,9.2,18,8.4,159,0.0,call,24.00,0,2.10802,OPRA,0.91830,0.01856,0.00583,0.00289,0,32.86,06-04-2017
AA,20170609,8.8,43,7.3,129,0.0,call,25.00,0,1.62458,OPRA,0.93689,0.01976,0.00479,0.00314,0,32.86,06-04-2017
AA,20170609,8.8,29,7.1,30,0.0,call,25.50,0,2.13165,OPRA,0.87263,0.02535,0.00805,0.00286,0,32.86,06-04-2017
AA,20170609,7.2,47,6.7,55,0.0,call,26.00,0,1.20876,OPRA,0.95743,0.01942,0.00350,0.00338,0,32.86,06-04-2017
AA,20170609,6.7,54,6.2,66,0.0,call,26.50,0,1.12724,OPRA,0.95471,0.02189,0.00368,0.00344,0,32.86,06-04-2017
AA,20170609,6.6,142,5.6,30,0.0,call,27.00,0,1.33710,OPRA,0.90833,0.03190,0.00636,0.00328,0,32.86,06-04-2017
AA,20170609,6.6,130,5.0,22,0.0,call,27.50,0,1.50571,OPRA,0.86357,0.03763,0.00844,0.00311,0,32.86,06-04-2017
AA,20170609,5.3,60,4.8,15,0.0,call,28.00,0,1.07359,OPRA,0.90888,0.03955,0.00633,0.00342,0,32.86,06-04-2017
AA,20170609,5.0,45,4.3,20,0.0,call,28.50,0,1.12001,OPRA,0.87481,0.04767,0.00796,0.00332,0,32.86,06-04-2017
AA,20170609,4.0,52,3.8,76,0.0,call,29.00,0,0.60597,OPRA,0.96358,0.03412,0.00309,0.00383,0,32.86,06-04-2017
AA,20170609,3.5,58,3.3,60,0.0,call,29.50,0,0.53684,OPRA,0.95951,0.04198,0.00337,0.00388,0,32.86,06-04-2017
AA,20170609,3.00,48,2.80,80,2.84,call,30.00,0,0.46758,OPRA,0.95437,0.05309,0.00371,0.00393,1,32.86,06-04-2017
AA,20170609,2.50,25,2.30,232,0.00,call,30.50,0,0.39819,OPRA,0.94747,0.06976,0.00415,0.00396,0,32.86,06-04-2017
AA,20170609,2.10,239,1.85,297,2.05,call,31.00,0,0.44392,OPRA,0.87435,0.12058,0.00799,0.00369,24,32.86,06-04-2017
AA,20170609,1.65,149,1.45,582,1.73,call,31.50,0,0.43255,OPRA,0.80540,0.16496,0.01064,0.00344,50,32.86,06-04-2017
AA,20170609,1.25,38,1.10,319,1.25,call,32.00,42,0.42977,OPRA,0.71030,0.20631,0.01321,0.00306,94,32.86,06-04-2017
AA,20170609,0.90,18,0.75,503,0.84,call,32.50,14,0.40838,OPRA,0.60157,0.24493,0.01490,0.00262,30,32.86,06-04-2017
AA,20170609,0.65,73,0.50,847,0.57,call,33.00,193,0.41478,OPRA,0.47636,0.24884,0.01537,0.00208,96,32.86,06-04-2017
AA,20170609,0.40,1,0.35,64,0.41,call,33.50,141,0.41364,OPRA,0.35599,0.23349,0.01438,0.00156,115,32.86,06-04-2017
AA,20170609,0.25,1,0.20,691,0.21,call,34.00,101,0.40745,OPRA,0.24661,0.20064,0.01218,0.00109,124,32.86,06-04-2017
AA,20170609,0.20,303,0.10,505,0.15,call,34.50,3,0.42749,OPRA,0.17321,0.15522,0.00989,0.00077,44,32.86,06-04-2017
AA,20170609,0.15,910,0.05,582,0.20,call,35.00,0,0.44670,OPRA,0.12038,0.11627,0.00775,0.00053,139,32.86,06-04-2017
AA,20170609,0.10,812,0.00,0,0.32,call,35.50,0,0.43474,OPRA,0.06884,0.07897,0.00513,0.00031,12,32.86,06-04-2017
AA,20170609,0.10,653,0.00,0,0.10,call,36.00,0,0.49453,OPRA,0.06188,0.06391,0.00472,0.00027,13,32.86,06-04-2017
AA,20170609,0.05,554,0.00,0,0.00,call,36.50,0,0.48375,OPRA,0.03458,0.04095,0.00296,0.00015,0,32.86,06-04-2017
AA,20170609,0.05,680,0.00,0,0.05,call,37.00,0,0.53442,OPRA,0.03172,0.03452,0.00276,0.00014,16,32.86,06-04-2017
AA,20170609,0.05,126,0.00,0,0.06,call,37.50,0,0.58374,OPRA,0.02941,0.02969,0.00259,0.00013,30,32.86,06-04-2017
AA,20170609,0.05,128,0.00,0,0.04,call,38.00,0,0.63160,OPRA,0.02747,0.02592,0.00245,0.00012,1,32.86,06-04-2017
